id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month,crime,year,# point of interest
8637381,40095109,within an hour,100%,f,6.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90006.0,Los Angeles,"Los Angeles, CA",US,United States,34.05586,-118.30328,House,Private room,2,1.0,1.0,1.0,,51.0,,,$100.00,$25.00,1,$20.00,1,1125,3 days ago,0,1,1,13,156,92.0,9.0,9.0,10.0,10.0,3.07,47879.0,2019.0,20.0
33114592,63114103,within an hour,99%,f,23.0,"Inglewood, CA, United States",Westchester/Playa Del Rey,Westchester,City of Los Angeles,Inglewood,CA,90301.0,Los Angeles,"Inglewood, CA",US,United States,33.94532,-118.37975,House,Private room,2,1.0,0.0,1.0,,49.0,,,,$6.00,1,$20.00,1,1125,today,0,0,0,0,20,85.0,9.0,9.0,9.0,9.0,2.26,7980.0,2019.0,
36183370,131256490,within an hour,98%,f,1.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91505.0,Los Angeles,"Burbank, CA",US,United States,34.16453,-118.33529,Guesthouse,Private room,2,1.0,1.0,1.0,,48.0,,,$0.00,$35.00,2,$15.00,1,30,1 week ago,0,11,23,23,31,99.0,10.0,10.0,10.0,10.0,6.04,8775.0,2019.0,
31883368,70303912,,,f,1.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90069.0,Los Angeles,"West Hollywood, CA",US,United States,34.09,-118.38835,Apartment,Entire home/apt,3,1.0,1.0,1.0,,120.0,,,$400.00,$80.00,2,$50.00,2,3,5 months ago,0,0,0,0,13,92.0,10.0,8.0,10.0,10.0,1.28,27938.0,2019.0,
33781814,264299,within an hour,100%,t,1.0,"Los Angeles, CA, United States",South LA,Leimert Park,City of Los Angeles,Los Angeles,CA,90008.0,Los Angeles,"Los Angeles, CA",US,United States,34.01156,-118.32104,Guest suite,Entire home/apt,2,1.0,0.0,1.0,,60.0,,,$100.00,$50.00,1,$0.00,1,1125,4 weeks ago,8,19,41,41,22,99.0,10.0,10.0,10.0,10.0,3.4,47879.0,2019.0,
37411283,17844066,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90012.0,Los Angeles,"Los Angeles, CA",US,United States,34.05448,-118.24968,Apartment,Private room,3,1.0,1.0,1.0,,150.0,,,$0.00,$15.00,2,$25.00,30,31,a week ago,25,54,84,174,7,97.0,10.0,10.0,10.0,10.0,2.04,47879.0,2019.0,
24669499,45566083,within an hour,100%,f,3.0,"Los Angeles, CA, United States",Toluca Lake,Toluca Lake,City of Los Angeles,Los Angeles,CA,91602.0,Los Angeles,"Los Angeles, CA",US,United States,34.15435,-118.35151,House,Private room,2,1.0,1.0,1.0,,50.0,,,$0.00,$15.00,2,$20.00,1,1125,6 weeks ago,7,37,65,340,142,94.0,10.0,9.0,10.0,10.0,7.26,47879.0,2019.0,
8152479,43040733,within a few hours,99%,f,5.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90069.0,Los Angeles,"West Hollywood, CA",US,United States,34.09049,-118.37539,Other,Entire home/apt,6,2.0,2.0,3.0,,224.0,"$2,100.00","$9,000.00",$150.00,$100.00,1,$0.00,1,365,1 week ago,12,38,66,337,49,97.0,10.0,10.0,10.0,10.0,1.0,27938.0,2019.0,20.0
39892827,246304320,within an hour,100%,f,0.0,"Los Angeles, CA, United States",Westside,Rancho Park,City of Los Angeles,Los Angeles,CA,90064.0,Los Angeles,"Los Angeles, CA",US,United States,34.03785,-118.4226,Apartment,Entire home/apt,4,1.0,1.0,2.0,,103.0,,,$0.00,$30.00,1,$10.00,1,1125,2 weeks ago,0,0,0,0,2,70.0,10.0,8.0,10.0,8.0,2.0,47879.0,2019.0,
24705355,186724463,,,f,1.0,"Los Angeles, CA, United States",Encino,Encino,City of Los Angeles,Los Angeles,CA,91316.0,Los Angeles,"Los Angeles, CA",US,United States,34.17095,-118.51632,Apartment,Entire home/apt,5,2.0,2.0,3.0,,50.0,,,$200.00,$0.00,1,$0.00,20,70,19 months ago,0,0,0,0,2,90.0,9.0,9.0,10.0,10.0,0.11,47879.0,2019.0,
17478068,118390595,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Woodland Hills/Warner Center,Woodland Hills,City of Los Angeles,Los Angeles,CA,91367.0,Los Angeles,"Los Angeles, CA",US,United States,34.17788,-118.62757,Guesthouse,Entire home/apt,6,1.5,2.0,2.0,,180.0,,,$0.00,$50.00,6,$20.00,2,25,a week ago,6,36,60,216,80,99.0,10.0,10.0,10.0,10.0,2.45,47879.0,2019.0,12.0
15496166,15827940,within a day,90%,f,1.0,"Los Angeles, CA, United States",Cahuenga Pass,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068.0,Los Angeles,"Los Angeles, CA",US,United States,34.12092,-118.35028,House,Entire home/apt,4,2.0,2.0,3.0,,250.0,,,"$1,000.00",$150.00,1,$0.00,5,90,4 days ago,0,0,0,0,22,100.0,10.0,10.0,10.0,10.0,0.59,47879.0,2019.0,20.0
22044901,153955148,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068.0,Los Angeles,"Los Angeles, CA",US,United States,34.13411,-118.34474,House,Entire home/apt,6,1.0,2.0,2.0,,225.0,,,$250.00,$125.00,4,$20.00,31,1000,5 days ago,1,1,1,158,40,99.0,10.0,10.0,10.0,10.0,3.95,47879.0,2019.0,
29387781,138689381,,,f,2.0,"Los Angeles, CA, United States",Sherman Oaks,Sherman Oaks,City of Los Angeles,Los Angeles,CA,91401.0,Los Angeles,"Los Angeles, CA",US,United States,34.167790000000004,-118.44616,Apartment,Entire home/apt,2,1.5,1.0,1.0,,100.0,,,$0.00,$50.00,1,$50.00,1,28,4 months ago,4,34,64,64,2,100.0,10.0,10.0,10.0,10.0,0.23,47879.0,2019.0,
26752001,198499857,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.98578,-118.46305,Condominium,Entire home/apt,2,1.0,0.0,1.0,,120.0,,,$0.00,$35.00,1,$0.00,2,1125,4 weeks ago,7,8,8,8,35,97.0,9.0,10.0,10.0,10.0,2.08,47879.0,2019.0,
281139,1465514,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028.0,Los Angeles,"Los Angeles, CA",US,United States,34.09771,-118.31595,Loft,Entire home/apt,3,1.0,1.0,1.0,,115.0,"$1,000.00","$3,500.00",$500.00,$50.00,1,$25.00,1,30,4 days ago,1,1,1,1,510,97.0,10.0,9.0,10.0,10.0,5.28,47879.0,2019.0,
16369295,13284034,within an hour,100%,t,7.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038.0,Los Angeles,"Los Angeles, CA",US,United States,34.0926,-118.33027,Bungalow,Entire home/apt,4,1.0,2.0,2.0,,200.0,"$1,050.00","$3,600.00",$150.00,$150.00,2,$10.00,1,1125,4 days ago,9,39,62,310,10,93.0,9.0,9.0,10.0,9.0,0.28,47879.0,2019.0,20.0
25167377,32448669,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Woodland Hills/Warner Center,Woodland Hills,City of Los Angeles,Los Angeles,CA,91367.0,Los Angeles,"Los Angeles, CA",US,United States,34.17609,-118.63527,Tiny house,Entire home/apt,2,1.0,1.0,2.0,,67.0,,,$0.00,$30.00,1,$10.00,3,90,today,0,18,22,49,82,98.0,10.0,10.0,10.0,10.0,6.41,47879.0,2019.0,
32792837,4626298,within an hour,90%,t,2.0,"Los Angeles, CA, United States",Monterey Hills,Montecito Heights,City of Los Angeles,Los Angeles,CA,90032.0,Los Angeles,"Los Angeles, CA",US,United States,34.08785,-118.18881,Apartment,Entire home/apt,8,2.0,4.0,4.0,,280.0,,,$500.00,$175.00,1,$0.00,3,365,today,20,50,80,153,32,99.0,10.0,10.0,10.0,9.0,3.57,47879.0,2019.0,
23208082,42238836,within an hour,100%,f,24.0,"Los Angeles, CA, United States",South LA,Downtown,City of Los Angeles,Los Angeles,CA,90015.0,Los Angeles,"Los Angeles, CA",US,United States,34.0309,-118.26353,Apartment,Entire home/apt,2,1.0,1.0,1.0,,76.0,,,$0.00,$75.00,1,$0.00,31,365,3 weeks ago,18,48,78,353,40,85.0,10.0,9.0,10.0,8.0,1.82,47879.0,2019.0,
34123021,257649897,within an hour,100%,f,1.0,"Alhambra, CA, United States",Alhambra,Alhambra,Other Cities,Alhambra,CA,91801.0,Los Angeles,"Alhambra, CA",US,United States,34.08869,-118.12865,Townhouse,Entire home/apt,7,2.5,2.0,4.0,,200.0,,,$250.00,$115.00,4,$10.00,1,60,2 days ago,10,34,64,154,3,100.0,10.0,10.0,10.0,10.0,0.52,11.0,2019.0,
2989054,15241281,,,f,3.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.09438,-118.348,House,Private room,1,1.5,1.0,1.0,,90.0,$575.00,"$1,800.00",,$30.00,1,$0.00,30,1125,8 months ago,29,59,89,364,11,100.0,10.0,10.0,10.0,10.0,0.17,47879.0,2019.0,
22810379,168573250,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Reseda,Reseda,City of Los Angeles,Los Angeles,CA,91335.0,Los Angeles,"Los Angeles, CA",US,United States,34.19828,-118.54058,House,Private room,1,1.0,0.0,0.0,,35.0,,,,$0.00,1,$0.00,2,30,3 months ago,10,20,50,50,80,97.0,10.0,10.0,10.0,9.0,3.71,47879.0,2019.0,
19117490,57990794,,,f,5.0,"Los Angeles, CA, United States",South Robertson,Pico-Robertson,City of Los Angeles,Los Angeles,CA,90035.0,Los Angeles,"Los Angeles, CA",US,United States,34.05897,-118.38238,Apartment,Entire home/apt,2,1.0,1.0,1.0,,36.0,,,$100.00,$100.00,1,$0.00,1,1125,28 months ago,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,0.07,47879.0,2019.0,20.0
13360023,24801133,within an hour,83%,f,1.0,"Los Angeles, CA, United States",West Hollywood,West Hollywood,Other Cities,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.08982,-118.35407,Bungalow,Entire home/apt,4,1.0,1.0,1.0,,173.0,,,$150.00,$100.00,1,$0.00,3,1125,3 weeks ago,3,3,3,3,16,98.0,10.0,9.0,10.0,10.0,0.39,47879.0,2019.0,20.0
23257147,90313327,within a few hours,100%,t,9.0,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90211.0,Los Angeles,"Beverly Hills, CA",US,United States,34.06375,-118.3737,Apartment,Entire home/apt,2,1.0,1.0,1.0,,140.0,,,,$100.00,1,$0.00,30,200,10 months ago,29,59,89,364,3,100.0,10.0,10.0,10.0,10.0,0.18,8874.0,2019.0,
19196550,31350996,within a day,100%,f,2.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.09888,-118.35005,Apartment,Private room,2,1.0,1.0,1.0,,80.0,,,$500.00,$70.00,1,$30.00,7,90,2 weeks ago,21,49,78,78,5,100.0,10.0,10.0,10.0,10.0,0.17,47879.0,2019.0,20.0
24853783,68958382,within an hour,98%,f,28.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038.0,Los Angeles,"Los Angeles, CA",US,United States,34.09178,-118.32768,Apartment,Entire home/apt,8,2.0,2.0,3.0,,125.0,,,$100.00,$110.00,5,$20.00,30,1125,3 weeks ago,28,58,88,88,63,90.0,9.0,9.0,10.0,10.0,3.47,47879.0,2019.0,
2193676,11187502,,,f,1.0,"Los Angeles, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Los Angeles,CA,90035.0,Los Angeles,"Los Angeles, CA",US,United States,34.05743,-118.39072,Apartment,Entire home/apt,2,1.0,1.0,1.0,,139.0,"$1,000.00","$3,500.00",$500.00,,1,$0.00,30,120,40 months ago,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,0.05,47879.0,2019.0,
24411174,184287608,within an hour,100%,f,1.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91205.0,Los Angeles,"Glendale, CA",US,United States,34.13884,-118.23691,Guesthouse,Entire home/apt,4,1.0,2.0,3.0,,82.0,,,$100.00,$119.00,1,$0.00,3,20,2 months ago,12,42,72,72,37,89.0,9.0,9.0,9.0,9.0,1.97,5273.0,2019.0,
2478256,5885641,within an hour,75%,f,2.0,"Los Angeles, CA, United States",Cahuenga Pass,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068.0,Los Angeles,"Los Angeles, CA",US,United States,34.13212,-118.35828,House,Entire home/apt,2,1.0,1.0,1.0,,115.0,$750.00,"$3,000.00",,$25.00,1,$10.00,1,10,3 days ago,9,37,67,67,488,95.0,9.0,10.0,10.0,10.0,7.02,47879.0,2019.0,
39348130,29603189,within an hour,100%,f,0.0,"Los Angeles, CA, United States",Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90027.0,Los Angeles,"Los Angeles, CA",US,United States,34.09917,-118.30597,Camper/RV,Private room,2,2.0,1.0,0.0,,28.0,,,$100.00,$50.00,2,$15.00,1,30,6 weeks ago,19,49,79,354,3,93.0,9.0,8.0,9.0,8.0,1.88,47879.0,2019.0,
2978553,13245574,within an hour,100%,f,9.0,"Alhambra, CA, United States",Alhambra,Alhambra,Other Cities,Alhambra,CA,91801.0,Los Angeles,"Alhambra, CA",US,United States,34.08612,-118.13032,House,Private room,2,1.0,1.0,1.0,,29.0,$195.00,$825.00,$100.00,$15.00,1,$8.00,2,1125,5 weeks ago,21,51,80,80,169,85.0,9.0,9.0,9.0,9.0,2.5,11.0,2019.0,
18201886,57078184,,,f,1.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,,Los Angeles,"Los Angeles, CA",US,United States,34.00447,-118.43194,Loft,Private room,1,1.0,1.0,1.0,,127.0,,,$0.00,$100.00,1,$0.00,2,7,5 months ago,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,0.06,47879.0,2019.0,20.0
27853402,26860,within an hour,99%,f,32.0,"Los Angeles, CA, United States",Arts District,Downtown,City of Los Angeles,Los Angeles,CA,90012.0,Los Angeles,"Los Angeles, CA",US,United States,34.04723,-118.23493,Hostel,Hotel room,5,3.0,1.0,3.0,,200.0,,,$0.00,$0.00,5,$40.00,1,28,today,25,52,52,52,3,93.0,9.0,8.0,10.0,10.0,0.19,47879.0,2019.0,
17980507,1681732,within a day,60%,f,2.0,"Los Angeles, CA, United States",North Hollywood,North Hollywood,City of Los Angeles,Los Angeles,CA,91601.0,Los Angeles,"Los Angeles, CA",US,United States,34.15923,-118.36812,Townhouse,Private room,1,1.5,1.0,1.0,,52.0,,,$0.00,$40.00,1,$0.00,30,60,2 months ago,4,34,64,64,2,100.0,10.0,10.0,10.0,10.0,0.19,47879.0,2019.0,20.0
38330854,291682093,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Mid-Wilshire,East Hollywood,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.07869,-118.30873,Apartment,Entire home/apt,2,1.0,0.0,1.0,,70.0,,,,,1,$0.00,30,1125,6 weeks ago,0,0,0,1,16,89.0,9.0,9.0,10.0,9.0,5.33,47879.0,2019.0,
14301490,32928235,within an hour,90%,t,7.0,"Los Angeles, CA, United States",Culver City,Mar Vista,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,34.00911,-118.42127,Apartment,Entire home/apt,1,1.0,1.0,1.0,,78.0,,,,$110.00,1,$0.00,30,1125,4 months ago,4,34,64,339,21,92.0,9.0,9.0,10.0,9.0,0.55,47879.0,2019.0,20.0
29544925,27564364,within an hour,90%,f,1.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90069.0,Los Angeles,"West Hollywood, CA",US,United States,34.09425,-118.37325,Apartment,Entire home/apt,4,1.0,0.0,2.0,,95.0,,,$0.00,$60.00,1,$60.00,3,1125,a week ago,8,11,41,41,20,94.0,10.0,9.0,10.0,10.0,1.73,27938.0,2019.0,
38672817,267717454,within a day,56%,f,1.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.07,-118.29621000000002,Apartment,Entire home/apt,2,1.0,0.0,2.0,,80.0,,,$0.00,$35.00,1,$25.00,1,5,3 weeks ago,17,43,73,253,8,90.0,9.0,10.0,10.0,10.0,4.29,47879.0,2019.0,
35001571,184143262,within an hour,100%,t,3.0,"Pasadena, CA, United States",Pasadena,Pasadena,Other Cities,Pasadena,CA,91104.0,Los Angeles,"Pasadena, CA",US,United States,34.15844,-118.11545,Apartment,Entire home/apt,3,1.0,2.0,2.0,,125.0,,,$0.00,$50.00,3,$25.00,2,30,a week ago,21,46,46,46,1,40.0,4.0,8.0,6.0,6.0,0.17,67.0,2019.0,
194809,946246,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Palms,Palms,City of Los Angeles,Los Angeles,CA,90034.0,Los Angeles,"Los Angeles, CA",US,United States,34.02559,-118.40626,Apartment,Entire home/apt,2,1.0,1.0,1.0,,58.0,,"$1,575.00",$100.00,$89.00,1,$15.00,30,186,7 weeks ago,0,0,0,0,23,88.0,9.0,8.0,9.0,9.0,0.23,47879.0,2019.0,
3279987,16578369,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Valley Village,Valley Village,City of Los Angeles,Los Angeles,CA,91601.0,Los Angeles,"Los Angeles, CA",US,United States,34.15807,-118.38723,House,Private room,1,1.0,1.0,1.0,,65.0,,"$1,250.00",,,1,$0.00,1,1125,2 weeks ago,21,51,81,356,87,98.0,10.0,10.0,10.0,10.0,1.74,47879.0,2019.0,
27555206,207867147,,,t,1.0,"Los Angeles, CA, United States",Studio City,Studio City,City of Los Angeles,Los Angeles,CA,91604.0,Los Angeles,"Los Angeles, CA",US,United States,34.14205,-118.3685,Apartment,Entire home/apt,4,1.0,1.0,1.0,,110.0,,,,$30.00,1,$20.00,1,90,8 months ago,0,0,0,0,35,95.0,10.0,9.0,10.0,10.0,2.24,47879.0,2019.0,
35000577,26904648,within a few hours,100%,f,3.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90015.0,Los Angeles,"Los Angeles, CA",US,United States,34.04713,-118.26184,Apartment,Entire home/apt,2,1.0,1.0,1.0,,249.0,,,$300.00,$80.00,2,$100.00,1,24,yesterday,10,14,44,44,7,89.0,9.0,10.0,9.0,10.0,1.51,47879.0,2019.0,
33138064,78557280,within an hour,100%,t,18.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91206.0,Los Angeles,"Glendale, CA",US,United States,34.1453,-118.25258999999998,Apartment,Entire home/apt,4,2.0,2.0,2.0,,229.0,,,$500.00,$199.00,3,$19.00,1,1125,today,1,1,1,1,2,100.0,10.0,10.0,10.0,10.0,0.25,5273.0,2019.0,
38681914,43265376,within an hour,100%,f,2.0,"Inglewood, CA, United States",Inglewood,Inglewood,Other Cities,Inglewood,CA,90301.0,Los Angeles,"Inglewood, CA",US,United States,33.95185,-118.36253,Guest suite,Entire home/apt,2,1.0,0.0,0.0,,59.0,,,$0.00,$79.00,1,$0.00,2,1125,5 days ago,0,0,0,0,11,93.0,10.0,10.0,10.0,8.0,4.18,7980.0,2019.0,
2116330,10790289,within a few hours,100%,f,1.0,"Alhambra, CA, United States",El Sereno,El Sereno,City of Los Angeles,Alhambra,CA,91801.0,Los Angeles,"Alhambra, CA",US,United States,34.08867,-118.16429,Apartment,Entire home/apt,4,1.5,2.0,2.0,,145.0,$650.00,,$100.00,$100.00,1,$0.00,2,10,3 weeks ago,0,0,4,279,3,100.0,10.0,10.0,10.0,10.0,0.04,11.0,2019.0,
16134075,80301670,within an hour,90%,t,1.0,"Los Angeles, CA, United States",North Hollywood,Sun Valley,City of Los Angeles,Los Angeles,CA,91605.0,Los Angeles,"Los Angeles, CA",US,United States,34.22081,-118.41656,House,Entire home/apt,8,2.0,3.0,5.0,,160.0,,,$200.00,$100.00,1,$0.00,2,30,6 months ago,11,23,43,292,168,99.0,10.0,10.0,10.0,10.0,4.59,47879.0,2019.0,5.0
29827750,30438142,within an hour,100%,f,2.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028.0,Los Angeles,"Los Angeles, CA",US,United States,34.09806,-118.31743,Apartment,Entire home/apt,2,1.0,0.0,1.0,,79.0,,,$0.00,$20.00,2,$20.00,1,1125,4 days ago,0,0,0,0,82,92.0,9.0,9.0,10.0,10.0,7.26,47879.0,2019.0,
16616546,28307660,within an hour,100%,f,2.0,"Inglewood, CA, United States",South LA,Inglewood,Other Cities,Inglewood,CA,90305.0,Los Angeles,"Inglewood, CA",US,United States,33.95978,-118.33,Townhouse,Private room,1,2.5,1.0,1.0,,50.0,,,$100.00,$100.00,1,$75.00,2,120,4 weeks ago,23,53,83,172,9,98.0,10.0,10.0,10.0,10.0,0.26,7980.0,2019.0,13.0
38043200,210139389,within a few hours,100%,f,3.0,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90017.0,Los Angeles,"Los Angeles, CA",US,United States,34.05083,-118.2651,Condominium,Private room,3,1.0,1.0,1.0,,100.0,,,$0.00,$5.00,2,$20.00,1,60,2 weeks ago,12,39,68,158,9,82.0,8.0,8.0,8.0,10.0,3.0,47879.0,2019.0,
353282,116815,within an hour,100%,t,1.0,"Los Angeles, CA, United States",West Hollywood,Beverly Grove,City of Los Angeles,Los Angeles,CA,90048.0,Los Angeles,"Los Angeles, CA",US,United States,34.07398,-118.38601,Apartment,Shared room,1,1.0,1.0,1.0,,38.0,$300.00,"$1,150.00",$0.00,$20.00,1,$300.00,30,31,2 months ago,1,28,28,237,33,98.0,9.0,10.0,10.0,10.0,0.39,47879.0,2019.0,
211070,1089381,,,f,2.0,"Los Angeles, CA, United States",Cahuenga Pass,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.12377,-118.35512,House,Private room,2,1.0,1.0,1.0,,75.0,,"$1,850.00",$100.00,$50.00,2,$50.00,2,60,today,0,0,0,0,40,99.0,10.0,10.0,10.0,10.0,1.3,47879.0,2019.0,
8411293,19411220,within a few hours,100%,t,2.0,"Los Angeles, CA, United States",Studio City,Studio City,City of Los Angeles,Los Angeles,CA,91604.0,Los Angeles,"Los Angeles, CA",US,United States,34.15428,-118.4136,House,Private room,2,1.0,1.0,1.0,,93.0,,,$0.00,$80.00,1,$0.00,31,1125,4 weeks ago,0,24,54,329,14,100.0,10.0,10.0,10.0,10.0,0.29,47879.0,2019.0,10.0
33033558,10182297,within an hour,100%,f,4.0,"Los Angeles, CA, United States",Winnetka,Winnetka,City of Los Angeles,Los Angeles,CA,91306.0,Los Angeles,"Los Angeles, CA",US,United States,34.21439,-118.57268,House,Private room,4,1.0,2.0,2.0,,50.0,,,$500.00,$80.00,1,$12.00,31,1125,9 months ago,28,58,88,363,2,100.0,10.0,10.0,10.0,10.0,0.61,47879.0,2019.0,
3084305,619302,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Westside,West Los Angeles,City of Los Angeles,Los Angeles,CA,90064.0,Los Angeles,"Los Angeles, CA",US,United States,34.04157,-118.43566,Apartment,Entire home/apt,2,1.0,1.0,1.0,,100.0,,,$150.00,$60.00,1,$0.00,1,1125,6 weeks ago,17,47,77,352,9,100.0,10.0,9.0,10.0,10.0,0.14,47879.0,2019.0,
22454651,42399948,within an hour,100%,t,3.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91504.0,Los Angeles,"Burbank, CA",US,United States,34.17853,-118.30206,Camper/RV,Entire home/apt,2,1.0,0.0,1.0,,89.0,,,$300.00,$0.00,2,$0.00,1,28,5 days ago,7,25,25,25,125,100.0,10.0,10.0,10.0,10.0,9.12,8775.0,2019.0,
23079169,161004174,within a day,80%,f,2.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90012.0,Los Angeles,"Los Angeles, CA",US,United States,34.05523,-118.255,Other,Private room,3,1.0,1.0,2.0,,80.0,,,$100.00,$50.00,3,$45.00,30,1125,2 months ago,30,60,90,365,22,93.0,10.0,9.0,10.0,10.0,1.4,47879.0,2019.0,
31416284,13458905,within an hour,100%,t,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802.0,Los Angeles,"Long Beach, CA",US,United States,33.76703,-118.18633,Condominium,Entire home/apt,2,1.0,1.0,1.0,,119.0,,,$0.00,$50.00,2,$0.00,7,31,5 days ago,4,34,63,63,14,100.0,10.0,10.0,10.0,10.0,2.47,148.0,2019.0,
17847380,72787920,within an hour,100%,f,5.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.98827,-118.47621,Apartment,Entire home/apt,2,1.0,0.0,1.0,,135.0,,,,$90.00,1,$0.00,30,1125,today,12,39,69,344,18,85.0,9.0,9.0,9.0,10.0,0.55,47879.0,2019.0,20.0
23281842,173328331,,,f,1.0,"Pasadena, CA, United States",Pasadena,Pasadena,Other Cities,Pasadena,CA,91104.0,Los Angeles,"Pasadena, CA",US,United States,34.16843,-118.14215,House,Private room,2,1.0,1.0,1.0,,150.0,,,$100.00,$30.00,1,$50.00,1,5,6 months ago,30,60,89,89,2,90.0,9.0,9.0,10.0,10.0,0.2,67.0,2019.0,
10503410,321936,,,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068.0,Los Angeles,"Los Angeles, CA",US,United States,34.11507,-118.32022,Bungalow,Entire home/apt,2,1.5,1.0,1.0,,91.0,,,$550.00,$100.00,1,$25.00,30,1125,5 months ago,0,0,19,294,2,100.0,10.0,10.0,10.0,10.0,0.06,47879.0,2019.0,20.0
17807327,121700442,within an hour,90%,t,2.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028.0,Los Angeles,"Los Angeles, CA",US,United States,34.09613,-118.34084,Guesthouse,Entire home/apt,3,1.0,1.0,1.0,,89.0,,,,$40.00,1,$25.00,2,1125,5 months ago,0,0,0,0,135,97.0,10.0,9.0,10.0,10.0,4.28,47879.0,2019.0,20.0
36205552,23074989,within an hour,100%,t,4.0,"Los Angeles, CA, United States",San Pedro,San Pedro,City of Los Angeles,Los Angeles,CA,90732.0,Los Angeles,"Los Angeles, CA",US,United States,33.73959,-118.31637,House,Private room,2,1.0,1.0,1.0,,35.0,,,,,1,$5.00,31,1125,6 weeks ago,11,11,17,106,39,91.0,10.0,10.0,10.0,10.0,8.07,47879.0,2019.0,
